ID,Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Openness,Conscientousness,Extraversion,Agreeableness,Emotional_Range,Conversation,Openness to Change,Hedonism,Self-enhancement,Self-transcendence,Role,PersonalityType
977,4,6,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
978,4,6,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
979,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
980,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
981,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
982,5,6,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
983,5,6,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
984,5,6,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
985,1,6,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
986,1,6,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
987,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
988,1,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
989,1,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
990,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
991,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
992,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
993,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
994,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
995,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
996,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
997,3,6,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
998,3,6,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
999,3,6,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1000,3,6,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1001,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1002,3,6,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1003,2,6,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1004,2,6,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1005,2,6,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1006,2,6,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1007,2,6,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1008,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1009,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1010,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1011,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1012,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1013,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1014,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1015,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1016,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1017,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1018,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1019,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1020,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1021,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1022,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1023,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1024,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1025,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1026,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1027,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1028,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1029,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1030,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1031,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1032,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1033,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1034,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1035,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1036,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1037,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1038,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1039,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1040,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1041,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1042,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1043,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1044,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1045,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1046,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1047,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1048,0,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1049,3,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1050,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1051,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1052,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1053,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1054,0,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1055,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1056,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1057,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1058,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1059,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1060,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1061,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1062,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1063,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1064,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1065,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1066,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1067,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1068,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1069,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1070,5,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1071,1,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1072,0,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1073,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1074,2,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1075,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1076,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer,HLHHH
1077,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer,HLLLL
1078,0,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer,LLLLL
1079,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer,LHLHH
1080,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer,LHLLH
1081,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.743310577,0.33680304,0.329929516,0.079298876,0.603713112,0.076354516,0.358365749,0.191515097,0.276233604,0.222803578,Application Support Engineer,HLLLL
1082,4,4,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0.751555029,0.365997449,0.292249141,0.052744145,0.630021556,0.054774985,0.334642466,0.119382905,0.297740958,0.21662206,Application Support Engineer,HLLLH
1083,4,4,6,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0.72670986,0.453314495,0.441076606,0.070797917,0.704415872,0.068588776,0.346117758,0.118934995,0.323296419,0.198334703,Application Support Engineer,LHHLH
1084,4,4,6,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0.855417277,0.485295852,0.52527174,0.190255926,0.607557038,0.05022418,0.53455894,0.106883407,0.28962847,0.278651221,Application Support Engineer,HHHHL
1085,4,4,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0.68799449,0.68108499,0.55281859,0.264045634,0.672107372,0.23201754,0.41474006,0.121044312,0.237029681,0.262919054,Application Support Engineer,LHHHH
1086,4,4,6,2,4,4,4,4,4,4,4,4,4,4,4,4,4,0.71708999,0.430651109,0.408521621,0.047267516,0.689486226,0.071985058,0.410854647,0.144766244,0.368975729,0.209541051,Application Support Engineer,LLHLH
1087,5,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0.62612897,0.645621797,0.492500782,0.155946123,0.836944513,0.17013681,0.26026297,0.161052821,0.308985073,0.242279915,Application Support Engineer,LHHHH
1088,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.661364848,0.498642452,0.381613133,0.154613755,0.626898359,0.131800565,0.34064901,0.171667727,0.274555449,0.228149285,Application Support Engineer,LHHHH
1089,5,5,6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0.7559071,0.501409129,0.48485522,0.364627465,0.411261215,0.164792512,0.589135363,0.184145244,0.413984665,0.352882932,Application Support Engineer,HHHHL
1090,5,5,6,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0.603625659,0.310261464,0.346326573,0.108859948,0.594106658,0.139116293,0.35401545,0.214150185,0.419351794,0.169019258,Application Support Engineer,LLLLL
1091,5,5,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,0.768874206,0.637803153,0.709992829,0.538449501,0.611946452,0.203303816,0.477497992,0.099727135,0.303890332,0.307756876,Application Support Engineer,HHHHL
1092,5,5,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,0.819244075,0.240820666,0.279236312,0.037747513,0.606177663,0.022843067,0.445118308,0.139292868,0.322257052,0.233826752,Application Support Engineer,HLLLL
1093,1,1,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0.775376701,0.409948906,0.268978181,0.052078503,0.617461693,0.053553669,0.385082319,0.127137644,0.253035261,0.214669262,Application Support Engineer,HLLLL
1094,1,1,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.706838253,0.39888808,0.311661861,0.047507641,0.644714746,0.069148153,0.376890427,0.136248956,0.310435559,0.181936339,Application Support Engineer,LLLLH
1095,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.739035739,0.366985706,0.392931313,0.074201979,0.642433965,0.079714342,0.392118157,0.155691162,0.308056525,0.242074667,Application Support Engineer,HLHLH
1096,1,1,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7326511,0.400373762,0.174649333,0.046383378,0.627421429,0.112477783,0.28993027,0.184914845,0.337547295,0.209181688,Application Support Engineer,HLLLH
1097,1,1,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0.746886377,0.278067102,0.309874817,0.078863841,0.558923805,0.05423181,0.332887746,0.205632767,0.269830502,0.21562074,Application Support Engineer,HLLLL
1098,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0.78998582,0.282451477,0.327952465,0.155913922,0.515662785,0.111832719,0.356672148,0.245364731,0.384814687,0.234920517,Application Support Engineer,HLLHL
1099,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670755662,0.522801215,0.513300365,0.102744002,0.729184635,0.125772123,0.325447245,0.105452376,0.309944934,0.20587248,Application Support Engineer,LHHLH
